1	تم إعادة تسمية	C:\Users\YAQOOB\AppData\Local\Microsoft\VSApplicationInsights\vstelf3e86b4023cc43f0be495508d51f588a\20250127182923_649020bf01684e0d8b37145571a032ee.trn	2025-01-27 21:29:33	YAQOOB	فئة المهمة
2985	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2986	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2987	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2988	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2989	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2990	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2991	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2992	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2993	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2994	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2995	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2996	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2997	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2998	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
2999	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3000	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3001	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3002	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3003	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3004	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3005	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3006	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3007	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3008	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3009	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3010	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3011	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3012	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3013	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3014	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3015	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3016	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3017	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3018	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3019	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3020	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3021	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3022	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3023	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3024	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3025	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3026	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3027	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3028	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3029	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3030	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3031	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3032	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3033	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3034	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3035	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3036	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3037	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3038	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3039	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3040	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3041	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3042	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3043	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3044	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3045	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3046	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3047	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3048	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3049	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3050	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3051	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3052	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3053	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3054	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3055	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3056	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3057	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3058	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3059	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3060	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3061	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3062	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3063	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3064	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3065	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3066	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3067	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3068	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3069	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3070	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3071	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3072	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3073	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3074	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3075	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3076	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3077	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3078	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3079	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3080	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3081	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3082	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3083	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3084	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3085	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3086	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3087	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3088	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3089	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3090	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3091	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3092	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3093	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3094	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3095	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3096	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3097	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3098	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3099	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3100	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3101	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3102	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3103	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3104	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3105	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3106	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3107	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3108	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3109	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3110	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3111	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3112	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3113	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3114	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3115	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3116	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3117	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
3118	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:37	YAQOOB	فئة المهمة
